text_ready,label,style,style_ru
статья штраф штраф денежный взыскание назначать предел предусмотреть настоящий кодекс штраф устанавливаться размер пять тысяча пять миллион рубль размер заработный плата иной доход осудить период два неделя пять год либо исчисляться величина кратный стоимость предмет сумма коммерческий подкуп подкуп работник контрактный служба контрактный управлять член комиссия осуществление закупка иной уполномоченный лицо представлять интерес заказчик сфера закупка товар работа услуга обеспечение государственный муниципальный нужда подкуп арбитр третейский судья взятка сумма незаконно переместить денежный средство стоимость денежный инструмент штраф размер пятьсот тысяча рубль размер заработный плата иной доход осудить период свыше три год мочь назначаться случай специально предусмотреть соответствующий статья особенный часть настоящий кодекс исключение случай исчисление размер штраф исходить величина кратный сумма коммерческий подкуп подкуп работник контрактный служба контрактный управлять член комиссия осуществление закупка иной уполномоченный лицо представлять интерес заказчик сфера закупка товар работа услуга обеспечение государственный муниципальный нужда подкуп арбитр третейский судья взятка сумма незаконно переместить денежный средство стоимость денежный инструмент штраф исчислять исходить величина кратный сумма коммерческий подкуп подкуп работник контрактный служба контрактный управлять член комиссия осуществление закупка иной уполномоченный лицо представлять интерес заказчик сфера закупка товар работа услуга обеспечение государственный муниципальный нужда подкуп арбитр третейский судья взятка сумма незаконно переместить денежный средство стоимость денежный инструмент устанавливаться размер стократный сумма такой подкуп взятка сумма незаконно переместить денежный средство стоимость денежный инструмент мочь менее двадцать пять тысяча рубль более пятьсот миллион рубль размер штраф определяться суд учёт тяжесть совершенный преступление имущественный положение осудить семья учёт возможность получение осудить заработный плата иной доход учёт тот обстоятельство суд мочь назначить штраф рассрочка выплата определённый часть срок пять год штраф качество дополнительный вид наказание мочь назначаться случай предусмотреть соответствующий статья особенный часть настоящий кодекс случай злостный уклонение уплата штраф назначить качество основный наказание исключение случай назначение штраф размер исчислять исходить величина кратный стоимость предмет сумма коммерческий подкуп взятка штраф заменяться иной наказание исключение лишение свобода случай злостный уклонение уплата штраф размер исчислять исходить величина кратный стоимость предмет сумма коммерческий подкуп взятка назначить качество основный наказание штраф заменяться наказание предел санкция предусмотреть соответствовать статья особенный часть настоящий кодекс это назначить наказание мочь условный,1,official,Официально-деловой
строительный компания интёкий елена батурин искать покупатель доля цементный бизнес писать газета ведомость ссылка источник сделка интёкий надеяться выручить миллион доллар организатор сделка выступать компания aquila capital group недавно разослать весь потенциальный покупатель документация выбрать победитель закрытый тендер дата который впрочем пока определить источник издание заявить интёкий продавать два завод краснодарский край три месторождение нерудный материал самарский калужский тульский область пресс служба компания уточнить интёкий продавать актив доля компания передаваться это интёкий модернизировать оба завод вложить миллион доллар газета напоминать начало год батурин выйти цементный бизнес продать пять завод владелец евроцемент груп филарет гальчева миллион доллар стоить отметить июнь цена цемент снижение темп строительство центральный федеральный округ упасть процент случиться впервые год причём самый разгар строительный сезон,2,journalistic,Публицистический
статья приведение негодность транспортный средство путь сообщение разрушение повреждение приведение иной способ негодный эксплуатация состояние транспортный средство путь сообщение средство сигнализация связь либо другой транспортный оборудование равно умышленный блокирование транспортный коммуникация объект транспортный инфраструктура либо воспрепятствование движение транспортный средство пешеход путь сообщение уличный дорожный сеть деяние создать угроза жизнь здоровье безопасность гражданин либо угроза уничтожение повреждение имущество физический юридический лицо наказываться штраф размер сто тысяча триста тысяча рубль размер заработный плата иной доход осудить период один год два год либо обязательный работа срок двести сорок час либо принудительный работа срок один год либо лишение свобода срок деяние повлечь неосторожность причинение лёгкий вред здоровье наказываться штраф размер двести тысяча пятьсот тысяча рубль размер заработный плата иной доход осудить период два год два год шесть месяц либо обязательный работа срок триста час либо принудительный работа срок два год либо лишение свобода срок деяние предусмотренный часть первый настоящий статья повлечь неосторожность причинение средний тяжесть вред здоровье наказываться штраф размер триста тысяча шестьсот тысяча рубль размер заработный плата иной доход осудить период два год шесть месяц три год либо обязательный работа срок четыреста час либо принудительный работа срок три год либо лишение свобода срок деяние предусмотренный часть первый настоящий статья повлечь неосторожность причинение тяжкий вред здоровье человек либо причинение крупный ущерб наказываться штраф размер четыреста тысяча семьсот тысяча рубль размер заработный плата иной доход осудить период три четыре год либо обязательный работа срок четыреста пятьдесят час либо принудительный работа срок четыре год либо лишение свобода срок деяние предусмотренный часть первый настоящий статья повлечь неосторожность смерть человек наказываться лишение свобода срок восемь год деяние предусмотренный часть первый настоящий статья повлечь неосторожность смерть два более лицо наказываться лишение свобода срок десять год примечание крупный ущерб настоящий статья признаваться ущерб сумма который превышать один миллион рубль,1,official,Официально-деловой
грозный завершиться всероссийский турнир кикбоксинг дисциплина фулла контакт посвятить день город пройти сентябрь октябрь срк бена треветь гудермес турнир принять участие команда регион россия звание хороший различный весовой категория оспаривать спортсмен кикбоксинг федерациякикбоксингароссия,3,colloquial,Разговорный
сказать мишо тонкий чуть заметный улыбка губа успеть приготовить ответ форма лёгкий почтительный jeu mots sire laiss toute arm depuis les chefs jusqu dernier soldat sans exception dans une crainte pouvantable effrayante comment строго нахмуриться перебить государь mes russes laisseront ils abattre par malheur jamais это ждать мишо вставление свой игра слово sire сказать почтительный игривость выражение ils craignent seulement que votre majest par bont laisse persuader faire paix ils lent combattre говорить уполномоченный русский народ prouver votre majest par sacrifice leur vie combien ils lui sont vou успокоение ласковый блеск глаз сказать государь ударять плечо мишо vous tranquillisez colonel государь опустить голова молчать несколько время bien retournez arm сказать выпрямляться рост ласковый величественный жест обращаться мишо dites nos braves dites tous mes bons sujets partout vous passerez que quand aurais plus aucun soldat mettrai moi noblesse mes bons paysans userai ainsi jusqu derni ressource mon empire offre encore plus que mes ennemis pensent говорить государь более более воодушевляться mais jamais fut crit dans les crets divine providence сказать поднять прекрасный кроткий блестящий чувство глаз небо que dinastie cesser gner sur mes anc tres alors apr avoir puis tous les moyens qui sont mon pouvoir laisserai cro tre barbe jusqu ici государь показать рука половина грудь irai manger des pommes terre avec dernier mes paysans plut que signer honte patrie nation dont sais appr cier les sacrifices сказать слово взволновать голос государь вдруг повернуться желать скрыть мишо выступить глаз слеза пройти глубь свой кабинет постоять несколько мгновение больший шаг вернуться мишо сильный жест сжать рука низкий локоть прекрасный кроткий лицо государь раскраснеться глаз гореть блеск решимость гнев colonel michaud oubliez pas que vous dis ici peut tre jour nous nous rappellerons avec plaisir napol moi сказать государь дотрогиваться грудь nous pouvons plus gner ensemble,4,artistic,Художественный
музыкальный утро весь добрый пятничный утро уверить очень рада неделя подойти свой завершение искать возможность занять себя чем нибыть выходной знать классный решение посетить наш батут парк ангар гиперпрыгучий батут ультабалдежный зона игра бесконечный море позитив собственно обещать ниже сочный подборка музыка тренировка ангар иркутск ангар интересный просто тренироваться иркутск досуг спорт экстрим паркур,3,colloquial,Разговорный
временный президент киргизия роза отунбаев подписать декрет лишение аскар акаев статус бывший президент республика неприкосновенность сообщать фергана говориться текст декрет оставить пост результат переворот год акаев сей пора пользоваться неприкосновенность значит мочь привлекаться ответственность тот случай обвинить преступление совершенный время правление декрет временной правительство киргизия устанавливать акаев совершить ряд тяжкий преступление тот число организовать массовый волнение неправомерно отдать часть киргизский земля китай казахстан связь это лишить статус экс президент причитаться привилегия генеральный прокуратура киргизия поручаться привлечь акаев ответственность принять мера экстрадиция момент свой отставка акаев проживать москва киргизия возвращаться стоить отметить попытка преследование аскар акаев предпринимать курманбек бакиев сменить президентский пост результат тюльпанов революция отношение акаев возбудить множество уголовный дело быть довести конец год генпрокуратура киргизия признать многие дело быть завести поспешно,2,journalistic,Публицистический
max можно записать компьютерный оптика тот выражение формально следовать переменный параметр значит дать зона дифракция выхий дит рамка параксиальность требовать рассмотр ния другой модель пусть тогда это случай параметр фраксикона накладываться условие класть тогда xmax такой образ получить рис радиальный сечение фазовый функция линейный аксикона точечный линия параболический линза пунктирный линия стоить отметить сравнение предыдущий составной линзокон сплошной линия пример фраксикона фора фаза линза периферийный часть иметь период мировать самовоспроизводящийся пучок примерно около радиус центральный зона первый тот отрезка ось значительно малый изм нуль равный соответствие теория нения масштаб сравнение предыдущий пример достигнуть малый размер центральный расстояние формироваться фокус радиус световой пятно,0,scientific,Научный
статья исполнение факультативный обязательство должник факультативный обязательство статья установленный срок приступить основный исполнение кредитор вправе потребовать основный исполнение обязательство обязательство предусматривать совершение должник один два несколько действие применяться правило исполнение альтернативный обязательство статья оно мочь признать факультативный обязательство статья исполнение обязательство который участвовать несколько кредитор несколько должник обязательство участвовать несколько кредитор несколько должник каждый кредитор иметь право требовать исполнение каждый должник обязать исполнить обязательство равный доля другой постольку поскольку закон иной правовой акт условие обязательство вытекать иной,1,official,Официально-деловой
cup сладкий приз победитель номинация сладкий приз стать команда искитим искитим получить приз печение домашний мастерская месье курабье поздравлять подробный здесь фото дмитрий забелин база локомотив волейбол,3,colloquial,Разговорный
видеть человек сказать дрожать голос,4,artistic,Художественный
неизвестный злоумышленник ночь среда разбить стекло окно здание русский культурный центр львов хулиган камень разбить витрина вход окно зрительный зал милиция составить акт произойти никто задержать сообщать интерфакс украина председатель русский общество имя пушкин олег петров выразить озабоченность повод регулярный нападение культурный центр отсутствие надлежащий реакция сторона львовский власть слово петров это год совершить несколько аналогичный нападение причём один случай неизвестный разбить бюст пушкин установленный фасад здание аналогичный нападение совершаться прошлый год,2,journalistic,Публицистический
коллега тут тема передний дуга упор нога делать отозваться ссылить дать хотеть исполнить подобный,3,colloquial,Разговорный
полуфинал турнир atp майами каспер рууд франсиско черундоть следующий соперник победитель матч алькарас гарфия гуркач,3,colloquial,Разговорный
предложение космический этап подготовка благодаря возможно создание полностью ракета возвращение земля изложа многоразовый ракета среднее класс ход интервью популярный научно техня ческома журнал связь получение патен тов система кан англоязычный утилизация космический мусор первый вариант интервью активно продвигаться тернуть менее россия предложение этап разработка внеземной ресурс получить дальнейший развитие вид ниокра август год рабочий группа spacenet ввиду отсутствие реальный план использый нти подать заявка проект использый вания лунный ресурс создание многоразо вания космический мусор вместо лунный вой ракетный космический техника реголит качество сырьё изготовление,0,scientific,Научный
относиться хирургический вмешательство другой процедура лечение диагностика считаться передовой включить официальный список министерство здравоохранение российский федерация расчёт автор основа сводный россия форма федеральный статистический наблюдение сведение деятельность стационар www demreview hse школьник андреев макки леон рост продолжительность жизнь россия год сохраняться россия избыточный смертность говорить важность дальнейший сокращение потребление алкоголь табак обеспечение весь население эффективный качественный медицинский помощь литература андреев метод компонент анализ продолжительность жизнь вестник статистика андреев младенческий смертность россия вопрос статистика высокий школа экономика российский мониторинг экономический положение здоровье население ниу вшэ url дата обращение глобальный опрос взрослый население пользование табачный изделие российский федерация url дата обращение давыдов аксель заболеваемость злокачественный новообразование население россия страна снг вестник ронц блохин рамна прил,0,scientific,Научный
туристический ботинок средний высота бугельный застёжка наружный материал прочный кожа вставка замшевый кожа мягкий гофрированный вставка зона подъём прорезиненный накладка облегчение переключение передача мягкий внутренний подкладка полиэстер дышать влагонепроницаемый полиуретановый мембрана пропускать влага внутрь эффективно выводить наружу бугельный застёжка возможность регулировка длина интегрировать защита слоистый пластика область щиколотка пятка носка светоотращать вставка комфортный стелька литой противоскользящий противоударный резиновый подошва бояться масло бензин туристический мотоботинок moteq jake цена руб наш сайт интернет магазин оформить заказ телефон,3,colloquial,Разговорный
статья неправомерный оборот средство платёж изготовление приобретение хранение транспортировка цель использование сбыт равно сбыт поддельный платёжный карта распоряжение перевод денежный средство документ средство оплата исключение случай предусмотреть статья настоящий кодекс электронный средство электронный носитель информация технический устройство компьютерный программа предназначить неправомерный осуществление приём выдача перевод денежный средство наказываться принудительный работа срок пять год либо лишение свобода срок шесть год штраф размер сто тысяча триста тысяча рубль размер заработный плата иной доход осудить период один год два год деяние совершенный организовать группа наказываться принудительный работа срок пять год либо лишение свобода срок семь год штраф размер один миллион рубль размер заработный плата иной доход осудить период пять год таковой,1,official,Официально-деловой
