text,label,style,style_ru
"Но Показаньева считает, что того или иного произведения. И дело
термин «трэвел-райтер… принад- даже не в «этических стандартах», а
лежит более литературе, нежели в том, что беллетристика позволяет
журналистике», и пишет: «Трэвел- и подразумевает вымысел, а жур-
журналист занимается… информа- налистика всегда означает строгое
ционной журналистикой, а не лите- следование фактам [6, c. 5]: именно
ратурой, причем трэвел-журналист с помощью фактов журналисты
может работать как на телевидении, создают модель многообразной дей-
так и в печати. Эти термины (видимо, ствительности.
имеются в виду «трэвел-журналист» Таким образом, отличие журна-
и «трэвел-райтер» — Н. К.) исполь- листики от художественной литера-
зуются как синонимы, что приводит к туры — при всей возможной изящ-
проблемам дифференциации между ности формы и занимательности
тем, что представляет собой трэ- сюжета — это то, что журналисти-
вел-журналистика как направление ка «исключает эмоции и отделяет
журналистики, которое теоретически факты от мнений» [7, c. 177].
имеет этические стандарты и суще- Как отмечал знаменитый аме-
ствует по определенным законам, риканский автор множества книг о
и тем, что можно охарактеризовать путешествиях Пол Теру, «разница
как художественную литературу» [2]. между описанием путешествий и",0,scientific,Научный
"Несмотря на способность титановых спла- сравнению с чистым титаном [2–8]. Например, в
вов эффективно эксплуатироваться во многих работе [2] отмечается, что сплав Ti-5 % Ta отли-
агрессивных средах, в некоторых случаях их чается особо высокой коррозионной стойкостью
коррозионная стойкость является недостаточ- и при эксплуатации в ряде химических сред мо-
ной для успешного практического применения. жет служить заменителем платины. Авторы ра-
В частности, речь идет о ядерной энергетике и бот [3, 4] показали, что сплав Ti-40 % Ta обладает
химическом машиностроении, где конструкции такой же высокой коррозионной стойкостью, как
наиболее ответственного назначения изготавли- и чистый тантал. Широкие перспективы приме-
вают из сплавов ниобия или тантала. Ниобий и нения сплавов Ti-Ta-Nb в ядерной энергетике от-
тантал, известные благодаря своим коррозион- мечают авторы работы [5]. Большой комплекс ра-
_______________

* Работа выполнена при финансовой поддержке Министерства образования и науки Российской Федера-
ции в рамках федеральной целевой программы «Исследования и разработки по приоритетным направлениям
развития научно-технологического комплекса России на 2007–2012 годы (Гос. контракт № 16.513.11.3035).

90 № 1 (54) 2012",0,scientific,Научный
"5. Симонова Э. Историческое содержание термина bel canto // Musiqi Dünyasi. 2012. № 1.
URL: http://www.musigi­dunya.az/new/read_magazine.asp?id=1451&page=46. Стендаль. Жизнь Россини / пер. с франц. А. М. Шадрина // Стендаль. Жизнеописания
Гайдна, Моцарта и Метастазио. Жизнь Россини. М.: Музыка, 1988. С. 243–603.

7. Фраккароли А. Россини / п ер. с итал. И. Константиновой // Ф раккароли А. Россини. Письма
Россини. Воспоминания / п ер. с итал., нем. и франц. М.: Правда, 1990. С. 15–358.

8. Хоффман А. Е. Феномен бельканто первой половины ХIХ века: композиторское твор-
чество, исполнительское искусство и вокальная педагогика. Дис. … канд. ис кус ство­
ведения. М., 2008. URL: http://www.dissercat.com/content/fenomen­b elkanto­ pervoi­poloviny­
xix­veka­kompozitorskoe­tvorchestvo­ispolnitelskoe­iskusstv9. Les Annales Politiques, Morales et Littéraires. P., 1816. 23 Juin.
10. Azevedo A. Gioacchino Rossini: sa vie et ses œuvres. P.: Heugel, 1864. 310 p.
11. Boigne C. (Baron de). Petits mémoires de l’Opéra. P.: Librairie nouvelle, 1857. 368 p.
12. Braud B. Une reine du chant Cornèlie Falcon // Bulletin historique, scientifique, littéraire,

artistique et agricole. 1913. T. III. P. 73–106.
13. Caprioli L. Singing Rossini // T he Cambridge Companion to Rossini. L.: Cambridge University

Press, 2004. P. 189–203.
14. Carpani G. Le Rossiniane ossia Lettere Musico­Teatrali. Padova: Tipografia della Minerva,

1824. 230 p.",0,scientific,Научный
"Некоторые общины коренного населения Арктики подвержены высоким уровням экспозиции к полихлориро-
ванным бифенилам (ПХБ), гексахлорбензолу (ГХБ), хлорорганическим пестицидам, некоторым металлам, в
основном за счет их биоаккумуляции и биомагнификации в пищевых продуктах, богатых жирами. Большинство
стойких органических загрязнителей (СОЗ) легко переносятся через плацентарный барьер, интенсивно посту-
пая в организм ребенка в период внутриутробного развития с кровью матери, и в грудном возрасте - с материн-
ским молоком, оказывая неблагоприятные для здоровья эффекты. Исследования в районах проживания корен-
ных народов Российской Арктики (от Колы до Чукотки) продемонстрировали присутствие как глобальных, так
и местных источников СТВ. Уровни СОЗ в большинстве свежих традиционных продуктов питания относитель-
но невысоки, но значительные уровни металлов выявлены в печени и почках оленей, мясе водоплавающей пти-
цы; высокие уровни ртути обнаружены в тканях морских млекопитающих Чукотки. Бытовые источники СОЗ
(загрязнение жилищ) вносят существенный вклад в экспозицию аборигенов за счет применения средств борьбы
с насекомыми, технических жидкостей для протравливания строительных материалов; степень загрязненности
пищи увеличивается в процессе ее хранения, обработки и приготовления в домашних условиях. Уровни СОЗ и
металлов в крови коренных жителей, включая беременных женщин, оказались значительными, среди мужчин
прибрежной Чукотки – особо высокими. Содержание в крови ПХБ, свинца и ртути у женщин репродуктивного
возраста зачастую превышает международные допустимые уровни. Выявлена зависимость (в т.ч. дозовая) про-
явления неблагоприятных исходов беременности и патологии развития плода (преждевременные роды, низкий
вес новорожденных, выкидыши, мертворождения, врожденные пороки развития) от экспозиции матерей к ПХБ,
ГХБ, хлорданам, ртути, а также зависимость некоторых параметров менструальных нарушений от экспозиции к
ПХБ. Полученные результаты позволили разработать для регионов Севера комплекс эффективных мер по без-
опасности питания и профилактике загрязнения среды обитания коренных жителей стойкими токсичными ве-
ществами, снижению экспозиции и, соответственно, риска их вредного воздействия на здоровье, при этом не
нарушая образ жизни и культурные традиции аборигенов.
Ключевые слова: коренные жители Арктики, традиционные продукты питания, экспозиция, стой-
кие токсичные вещества (СТВ), стойкие органические загрязнители (СОЗ), полихлорированные бифенилы
(ПХБ), ДДТ, ртуть, свинец, репродуктивное здоровье, неблагоприятные исходы беременности, патология
развития плода, Стокгольмская конвенция.",0,scientific,Научный
"Распознавание цветового оттенка производится за шесть шагов.
Шаг 1. Формирование функций принадлежности.
Входная переменная R (0-256) разделена на три нечетких набора:

[низкая (R1), средняя (R2), высокая (R3)] и R = [R1; R2; R3], выражается в
векторной форме. На рисунке 1а представлены функции принадлежно-
сти для переменной R.

Пример получения функции принадлежности входного пара-
метра R рассчитывается по формуле (6):

412 Информатика и автоматизация. 2021. Том 20 № 2. ISSN 2713-3192 (печ.)
ISSN 2713-3206 (онлайн) www.ia.spcras.ru

_______________________________________________________________________________

___________A_R_T_I_F_IC__IA_L_ _IN__T_E_L_L_I_G_E_N_C__E_, _K_N_O__W__L_E_D_G_E__ A_N__D_ D__A_T_A_ _E_N_G__IN_E__E_R_I_N_G___________

0, R  0;

 R  0

, 0  R  64;
 R 64 01 
128R

, 64  R 128;
128 64

0, 128  R .
0, R  64;

 R  64

, 64  R 128;
 R 128 642  (6)
 196R

, 128  R 196;
196128

0, 196  R .
0, R 128;

 R 128

, 128  R 196;
 R 196 1283 
 256 R

, 196  R  256;
256 196

0, 256  R .

Входная переменная G (0-256) разделена на три нечетких",0,scientific,Научный
"Lerner, Lulia & Michele Rivkin-Fish. 2021. On emotionalisation of public domains. Emotions
and Society. 3 (1). 1–11. https://doi.org/10.1332/263169021X16149420145743

Lerner, Julia, Claudia Zbenovich & Tamar Kaneh-Shalit. 2021. Changing meanings of university
teaching: The emotionalization of academic culture in Russia, Israel, and the USA. Emotions
and Society. Special Issue Emotionalization of public domains. 3 (1). 73–93.

Mackenzie, J. Lachlan. 2018. Sentiment and confidence in financial English: A corpus study.
Russian Journal of Linguistics 22 (1). 80–93.

Maíz-Arévalo, Carmen. 2018. Emotional self-presentation on WhatsApp: Analysis of profile
status. Russian Journal of Linguistics. 22 (1). 144–160.

Mackenzie, J. Lachlan & Laura Alba-Juez (eds.). 2019. Emotion in Discourse. Amsterdam and
Philadelphia: John Benjamins.

Mina, An, Xiao. 2019. Memes to Movements: How the World’s Most Viral Media is Changing
Social Protest and Power. Ebook: Beacon Press.

Mitchell, William & Thomas John. 1986. Iconology: Image, Text, Ideology. Chicago:
University of Chicago Press.

Musolff, Andreas. 2004. Metaphor and political discourse: Analogical reasoning in debates
about Europe. Palgrave Macmillan.

Musolff, Andreas. 2016. Political Metaphor Analysis: Discourse and Scenarios. Bloomsbury
Publishing.

Musolff, Andreas. 2019. Creativity in metaphor interpretation. Russian Journal of Linguistics,
23 (1), 23–39. https://doi.org/10.22363/2312-9182-2019-23-1-23-39",0,scientific,Научный
"Для ее нахождения подставим (33) в (13) и разрешим полученное относительно ε0 (t):
Зная величину ε0 (t), из (33) определим σz. Имея законы распределения для всех компонент

напряжений, из (14) находим εθ и εr
где J0

=σ 0 + σ 0 0r z + σθ .

Численная реализация расчета кинетики напряженно-деформированного состояния и раз-
рушения толстостенной трубы под действием внутреннего давления и осевой силы осуществ-

ε i (r, t ) 1
= ⋅ {(1 +ν ) ⋅ σ 0i (r, t ) −ν ⋅ J 0 }+ e p r, t + p r, t (i = r,θ ) ,
E i ( ) i ( ) (35)

*
лялась по хорошо известному в теории ползучести методу “ шагами по времени” . Временной
интервал разбивался на малые отрезки времени [ti, ti+1] с шагом ∆ti , внутри которого напряжен-
ное состояние считалось постоянным и соответствующим моменту t=ti. Приращения всех де-
формаций в конце отрезка при t=ti+1 находились по формулам (1) – (7) по методу Эйлера.

При этом соответствующие интегралы во всех расчетных формулах вычислялись по соот-
ветствующим квадратурным формулам численного интегрирования при каждом значении вре-
мени t=ti , а для производных по радиусу использовались их конечно-разностные аппроксима-
ции. Время до разрушения в соответствии с (8) определялось следующим образом : расчет про-
должался до такого момента времени t=t* , когда в какой -либо точке трубы не выполнялось
условие Ω(t*)=1, где

t σ p t
Ω(t ) = ij deij σ i dp

∫ + j ij

A p ∫ Ae0 * 0 * (S ) .0",0,scientific,Научный
"при наложенных на виртуальные перемещения и повороты дифференциаль-
ных ограничениях (3)–(5). Важнейшей отличительной особенностью здесь
выступает отсутствие в вариационном уравнении (6) вкладов работ «внут-
ренних» силовых факторов, что позволяет придать принципу виртуальных
перемещений весьма простую аналитическую форму.

Таким образом, принцип виртуальных перемещений представляет собой
вариационное уравнение (6) с наложенными на вариации дифференциальны-
ми связями (3)–(5). Поэтому дальнейшие рассуждения будут основыватьсяна правиле множителей Лагранжа [11, 12]. Вариационное уравнение (6) мы
заменим на новое с неопределенными множителями, освободившись от свя-
зей (3)–(5). С этой целью исходя из структуры наложенных связей введем
множители трех различных типов:

– 𝑡(𝑖𝑘) —первый (симметричный) тензорный множитель;
– 𝜏𝑗 — второй векторный множитель;
– 𝜇𝑖·

·𝑘 — третий тензорный множитель.
В результате вместо вариационного уравнения (6) получим новое вариа-

ци∫︁онн[︂ое уравнение со свободными вариациями 𝛿𝑢𝑘 и 𝛿𝜑𝑖

(︁ :)︁ ]︂
𝑋𝑗𝛿𝑢𝑗 + 𝑌𝑗𝛿𝜑

𝑗 − 𝑡(𝑖𝑘)∇(𝑖𝛿𝑢𝑘) − 𝛿𝜑𝑖 − 12𝜏 ∮︁𝑒𝑖𝑘𝑙∇𝑘𝛿𝑢

𝑖
𝑙 − 𝜇 · 𝜑𝑘

𝑖 𝜏+
2 ·𝑘∇𝑖𝛿 𝑑

[︀ ]︀
+ 𝑡𝑗𝛿𝑢 𝑗

𝑗 + 𝑚𝑗𝛿𝜑 𝑑𝑆 = 0. (7)
𝜕

509

Рад а е в Ю. Н.

Выделяя в этом уравнении дивергентные слагаемые, применяя затем форму-
лу Гаусса и вводя обозначение (второй антисимметричный тензорный мно-
житель, являющийся вариантом второго множителя)

𝑡[𝑖𝑘] = −𝑒𝑖𝑘𝑗𝜏𝑗 ,",0,scientific,Научный
"Обмен опытом, новые знания, вовлечение имеющим отдельные сертификаты на каждый
молодежи в сотрудничество в общих програм- из его четырех кластерных участков, поделил-
мах – вот лишь некоторые из ключевых слов, ся опытом и результатами научной и экологи-
которые звучали в ходе дискуссий с 18 по 23 ческой деятельности. БР «Волго-Ахтубинская
сентября 2017 г. на Форуме. По словам органи- пойма» представил свой положительный опыт
заторов, молодежь – это умные, креативные и по восстановлению водно-болотных угодий и
активные люди, главная движущая сила буду- программу сохранения экосистемных услуг.
щего. Именно поэтому ЮНЕСКО и Секретари- Все делегаты Форума в БР «Дельта реки
ат Программы «Человек и биосфера» возлагают По» под руководством организаторов в неболь-
такие надежды на молодое поколение и стара- ших группах по 10–12 человек в течение двух
ются передать молодежи часть своих знаний, дней занимались проведением SWOT-анализа
опыта, понимания проблем. Энтузиазм, уча- по нескольким направлениям: как привлечь
стие, энергия – вот те ключевые, критические молодых людей к работе в БР на локальном
компоненты успеха движения к устойчивому уровне, на уровне национальной сети БР и на
развитию общества на Планете, которые невоз- уровне Программы «Человек и биосфера». Вы-
можно обеспечить без участия молодежи. Фо- работанные рекомендации были переданы в
рум был призван получить видение дальнейше- Секретариат ЮНЕСКО для отражения в соот-
го развития Программы «Человек и биосфера» ветствующем Плане действий.",0,scientific,Научный
"Алексей Викторович Чернышов – кандидат технических наук, доцент кафедры сельскохозяйствен-
ных машин, ФГБОУ ВО «Воронежский государственный аграрный университет имени императора Петра I»,
Российская Федерация, г. Воронеж, тел. 8(473) 253-78-61, E-mail: lexa-c@yandex.ru.

Ольга Васильевна Чернова – учитель химии МКОУ «Панинская средняя общеобразовательнаяшкола» Панинского муниципального района Воронежской области, Российская Федерация, Воронежская
область, п.г.т. Панино, тел. 8(908) 138-09-25, E-mail: chernovaol2012@yandex.ru.

Дата поступления в редакцию 09.06.2016 Дата принятия к печати 28.06.2016

AUTHOR CREDENTIALS
Affiliations

Ivan V. Baskakov – Candidate of Engineering Sciences, Docent, the Dept. of Agricultural Machinery,
Voronezh State Agrarian University named after Emperor Peter the Great, Russian Federation, Voronezh,
tel. 8(473) 253-78-61, E-mail: vasich2@yandex.ru.

Vladimir I. Orobinsky – Doctor of Agricultural Sciences, Professor, Head of the Dept. of Agricultural Ma-
chinery, Dean of the Faculty of Rural Engineering, Voronezh State Agrarian University named after Emperor Pe-
ter the Great, Russian Federation, Voronezh, tel. 8(473) 253-78-61, E-mail: main@agroeng.vsau.ru.

Aleksander P. Tarasenko – Doctor of Engineering Sciences, Professor, the Dept. of Agricultural Ma-
chinery, Voronezh State Agrarian University named after Emperor Peter the Great, Russian Federation, Vo-
ronezh, tel. 8(473) 253-78-61, E-mail: smachin@agroeng.vsau.ru.",0,scientific,Научный
